,String,Word Count,Good,Bad,Percent Indication
3309,omg,126,45,81,64.28571428571428
3310,est,25243,19589,5654,77.60171136552708
3311,a8,3809,405,3404,89.36728800210028
3312,sgr,584,290,294,50.342465753424655
3313,techniicall,116,0,116,100.0
3314,large,135,110,25,81.48148148148148
3315,downloader,228,5,223,97.80701754385964
3316,4141,108,31,77,71.2962962962963
3317,rnw,121,93,28,76.85950413223141
3318,wik,20159,20093,66,99.67260280767896
3319,xg,866,245,621,71.70900692840647
3320,&keywords,176,176,0,100.0
3321,stav,111,58,53,52.252252252252255
3322,zg,893,189,704,78.83538633818588
3323,label,378,292,86,77.24867724867725
3324,uls,706,568,138,80.45325779036827
3325,1280,110,79,31,71.81818181818181
3326,ft,9950,6752,3198,67.85929648241206
3327,sure,848,484,364,57.075471698113205
3328,pla,13890,11300,2590,81.35349172066235
3329,V1,299,47,252,84.2809364548495
3330,135,1236,770,466,62.297734627831716
3331,amas,394,189,205,52.03045685279188
3332,pape,1460,1316,144,90.13698630136986
3333,ams,3909,3331,578,85.21360961882834
3334,avi,5748,4525,1223,78.72303409881698
3335,bon,1542,991,551,64.26718547341116
3336,noc,373,263,110,70.50938337801608
3337,olc,299,120,179,59.86622073578595
3338,pj,735,153,582,79.18367346938776
3339,p1,1728,634,1094,63.31018518518518
3340,n1,1275,469,806,63.21568627450981
3341,222,1173,599,574,51.06564364876385
3342,eso,3827,2920,907,76.29997386987196
3343,rofo,105,81,24,77.14285714285714
3344,Channel,118,106,12,89.83050847457628
3345,roh,272,177,95,65.07352941176471
3346,energy,404,230,174,56.93069306930693
3347,rtd,160,86,74,53.75
3348,?cmnd,871,0,871,100.0
3349,_lg&nav,475,0,475,100.0
3350,1083,125,109,16,87.2
3351,misc,357,256,101,71.70868347338936
3352,acom,270,167,103,61.851851851851855
3353,leb,4263,4012,251,94.11212760966455
3354,checker,100,28,72,72.0
3355,warehouse,113,100,13,88.49557522123894
3356,4564,180,36,144,80.0
3357,_lg&n,483,0,483,100.0
3358,d24,284,33,251,88.38028169014085
3359,ups,3295,1436,1859,56.41881638846738
3360,d15,280,88,192,68.57142857142857
3361,5885d80a13c0db1f8,1602,0,1602,100.0
3362,submit-dispatch,230,0,230,100.0
3363,famous,1606,1597,9,99.43960149439602
3364,tru,4056,2562,1494,63.16568047337278
3365,eva,1464,1063,401,72.60928961748634
3366,0006,561,537,24,95.72192513368984
3367,question,1821,1738,83,95.44206479956068
3368,nova,729,425,304,58.29903978052126
3369,c_i,204,188,16,92.15686274509804
3370,nim,1300,1007,293,77.46153846153847
3371,marr,455,403,52,88.57142857142857
3372,nyc,361,278,83,77.00831024930748
3373,oakland,1562,1560,2,99.8719590268886
3374,5986,115,30,85,73.91304347826087
3375,1420,101,81,20,80.1980198019802
3376,2300,129,75,54,58.13953488372093
3377,4641,924,20,904,97.83549783549783
3378,6366,1830,22,1808,98.79781420765028
3379,3534,103,37,66,64.07766990291262
3380,ifl,164,117,47,71.34146341463415
3381,mark,3625,2354,1271,64.93793103448276
3382,mp3,1391,1345,46,96.69302659956865
3383,mercia,289,217,72,75.08650519031141
3384,1951,123,91,32,73.98373983739837
3385,mix,657,578,79,87.97564687975647
3386,rotoworld,165,165,0,100.0
3387,player?r,133,133,0,100.0
3388,3522,110,31,79,71.81818181818181
3389,1611,117,78,39,66.66666666666667
3390,rottentomatoes,611,611,0,100.0
3391,critic,290,264,26,91.03448275862068
3392,56,11857,5621,6236,52.593404739816144
3393,s10,198,130,68,65.65656565656566
3394,193,1680,959,721,57.083333333333336
3395,150,1806,912,894,50.498338870431894
3396,125,2330,794,1536,65.92274678111588
3397,tbe,313,127,186,59.424920127795524
3398,ats,3769,3214,555,85.27460864950915
3399,UP,428,154,274,64.01869158878505
3400,guy,506,381,125,75.29644268774703
3401,top,12371,10535,1836,85.15883922075822
3402,sos,350,139,211,60.285714285714285
3403,vine,246,182,64,73.98373983739837
3404,rouge,164,138,26,84.14634146341463
3405,task,337,181,156,53.70919881305638
3406,redire,2202,126,2076,94.27792915531336
3407,ou,71173,55591,15582,78.10686636786421
3408,bruce,287,276,11,96.16724738675958
3409,feeds,178,63,115,64.6067415730337
3410,valid,641,33,608,94.85179407176287
3411,1600,115,98,17,85.21739130434783
3412,t2,1586,894,692,56.36822194199243
3413,ssn,193,148,45,76.6839378238342
3414,twitter,1565,1132,433,72.33226837060703
3415,001,4590,3858,732,84.05228758169935
3416,warrior,202,192,10,95.04950495049505
3417,094,635,467,168,73.54330708661418
3418,bcd,685,177,508,74.16058394160584
3419,rz,1388,601,787,56.70028818443804
3420,te,125147,84809,40338,67.76750541363357
3421,win,4407,3399,1008,77.12729748127978
3422,mca,859,413,446,51.920838183934805
3423,opc,231,153,78,66.23376623376623
3424,submit&amp;dispatch,192,0,192,100.0
3425,ebook,9291,8940,351,96.22215046819503
3426,tbr,236,201,35,85.16949152542372
3427,yf,3421,1665,1756,51.33002046185326
3428,rspo,418,299,119,71.5311004784689
3429,8dcbcd55,331,0,331,100.0
3430,rb,8054,5982,2072,74.27365284330767
3431,nyt,1281,1233,48,96.25292740046838
3432,ruf,176,142,34,80.68181818181819
3433,norman,260,249,11,95.76923076923077
3434,hep,826,578,248,69.97578692493947
3435,youtube,8756,8725,31,99.64595705801736
3436,jar,1157,615,542,53.15471045808125
3437,gill,935,920,15,98.39572192513369
3438,BT,302,91,211,69.86754966887418
3439,alba,382,257,125,67.27748691099477
3440,ger,6758,5300,1458,78.4255696951761
3441,Jul,309,300,9,97.0873786407767
3442,Sec,944,388,556,58.898305084745765
3443,lit,5433,4398,1035,80.94975151849806
3444,destination,218,178,40,81.65137614678899
3445,dhi,213,151,62,70.89201877934272
3446,232,877,533,344,60.77537058152794
3447,564,2128,396,1732,81.39097744360902
3448,Credit,132,83,49,62.878787878787875
3449,Union,204,198,6,97.05882352941177
3450,86,9038,5083,3955,56.24031865456959
3451,v4,889,103,786,88.41394825646795
3452,hali,194,113,81,58.24742268041237
3453,Max,141,128,13,90.78014184397163
3454,BayISAPI,215,0,215,100.0
3455,tommy,131,116,15,88.54961832061069
3456,saac,139,126,13,90.64748201438849
3457,2005,957,922,35,96.34273772204807
3458,chi,12395,10390,2005,83.82412263009277
3459,cers,273,254,19,93.04029304029304
3460,compt,451,68,383,84.92239467849224
3461,alt,5611,4288,1323,76.42131527356977
3462,jaw,111,29,82,73.87387387387388
3463,teamstat,194,194,0,100.0
3464,han,7341,5398,1943,73.53221631930255
3465,egg,464,405,59,87.28448275862068
3466,casa,357,189,168,52.94117647058823
3467,basic,166,129,37,77.71084337349397
3468,5885d80a13c0db1f8e263663d3faee8dcbcd55a50598f04d92733,203,0,203,100.0
3469,sages,345,312,33,90.43478260869566
3470,protect,206,52,154,74.75728155339806
3471,LOB,210,3,207,98.57142857142857
3472,chair,219,199,20,90.8675799086758
3473,Welcome,133,66,67,50.37593984962406
3474,php?p,1587,1291,296,81.34845620667927
3475,dns,714,98,616,86.27450980392157
3476,295,782,465,317,59.46291560102302
3477,638,743,405,338,54.50874831763122
3478,451,736,434,302,58.96739130434783
3479,number,373,330,43,88.47184986595174
3480,jq,746,46,700,93.83378016085791
3481,208,1137,613,524,53.91380826737027
3482,michel,428,406,22,94.85981308411215
3483,owner,141,116,25,82.26950354609929
3484,tvs,277,255,22,92.05776173285199
3485,torrent,1253,1247,6,99.52114924181963
3486,lot,1541,1166,375,75.66515249837768
3487,choice,189,108,81,57.142857142857146
3488,peru,151,29,122,80.79470198675497
3489,Print,102,101,1,99.01960784313725
3490,esh,1917,1231,686,64.2149191444966
3491,6-1,291,234,57,80.41237113402062
3492,5885d80a13c0db1f1ff80d546411d7f8a8350c132bc41e0934cfc,661,0,661,100.0
3493,audi,993,786,207,79.15407854984895
3494,c3,3980,910,3070,77.1356783919598
3495,aud,2073,1748,325,84.3222383019778
3496,CA,2474,1752,722,70.8164915117219
3497,gifts,115,59,56,51.30434782608695
3498,inter,4584,3502,1082,76.39616055846422
3499,leg,6976,4701,2275,67.3881880733945
3500,solo,196,108,88,55.10204081632653
3501,virtual,409,334,75,81.66259168704157
3502,hsh,243,118,125,51.440329218106996
3503,joe,941,823,118,87.46014877789585
3504,king,4366,3084,1282,70.6367384333486
3505,bala,187,66,121,64.70588235294117
3506,servic,3670,1261,2409,65.64032697547684
3507,tickets,1232,1225,7,99.43181818181819
3508,AU,605,246,359,59.33884297520661
3509,96,10402,5936,4466,57.065948855989234
3510,topo,180,129,51,71.66666666666667
3511,863,636,376,260,59.119496855345915
3512,php?to,195,177,18,90.76923076923077
3513,sbe,403,264,139,65.50868486352357
3514,gui,4554,4181,373,91.80939833113746
3515,aj,3094,1491,1603,51.80995475113122
3516,s2,2441,1294,1147,53.01106104055715
3517,NET,110,51,59,53.63636363636363
3518,hug,407,367,40,90.17199017199017
3519,loads,1444,285,1159,80.26315789473685
3520,IN,1479,1032,447,69.77687626774848
3521,bail,166,145,21,87.34939759036145
3522,fbc,220,36,184,83.63636363636364
3523,station,855,802,53,93.80116959064327
3524,anson,184,169,15,91.84782608695652
3525,r3,1031,229,802,77.78855480116391
3526,lsm,119,82,37,68.90756302521008
3527,ftp,387,186,201,51.93798449612403
3528,sv,2286,1048,1238,54.15573053368329
3529,fre,9392,7498,1894,79.83390119250426
3530,php?k,175,28,147,84.0
3531,knight,125,97,28,77.6
3532,PT,410,200,210,51.21951219512195
3533,count,7457,3095,4362,58.49537347458764
3534,pure,230,107,123,53.47826086956522
3535,Download,243,201,42,82.71604938271605
3536,staff,573,501,72,87.43455497382199
3537,handler,413,22,391,94.67312348668281
3538,409,674,472,202,70.02967359050444
3539,supply,146,85,61,58.21917808219178
3540,americ,2873,2551,322,88.79220327184129
3541,consta,138,124,14,89.85507246376811
3542,bell,1502,1283,219,85.41944074567243
3543,dj,2936,1549,1387,52.758855585831064
3544,s1,2303,926,1377,59.79157620495007
3545,38,10746,5610,5136,52.205471803461755
3546,rdp,2786,2168,618,77.81765972720747
3547,Sep,104,101,3,97.11538461538461
3548,index&amp,1849,0,1849,100.0
3549,z1,509,71,438,86.05108055009823
3550,ppp,150,35,115,76.66666666666667
3551,omn,263,143,120,54.372623574144484
3552,howto,235,206,29,87.65957446808511
3553,swa,832,592,240,71.15384615384616
3554,Stewart,100,100,0,100.0
3555,browse,1126,1081,45,96.00355239786856
3556,cid,1242,1068,174,85.99033816425121
3557,assoc,905,777,128,85.85635359116021
3558,0104,104,81,23,77.88461538461539
3559,reit,164,143,21,87.1951219512195
3560,prod,4795,3474,1321,72.4504692387904
3561,AZ,558,148,410,73.47670250896057
3562,realty,217,115,102,52.995391705069125
3563,SM,468,164,304,64.95726495726495
3564,marc,1169,1023,146,87.51069289991446
3565,dream,697,454,243,65.13629842180775
3566,oc,35157,24467,10690,69.59353756008761
3567,tournament,296,290,6,97.97297297297297
3568,hoover,102,101,1,99.01960784313725
3569,igt,149,94,55,63.08724832214765
3570,pont,290,231,59,79.65517241379311
3571,select,384,231,153,60.15625
3572,124,1423,876,547,61.560084328882645
3573,324,1233,498,735,59.61070559610705
3574,garden,361,284,77,78.67036011080333
3575,va,18202,12121,6081,66.59158334248984
3576,manu,796,668,128,83.91959798994975
3577,olive,237,185,52,78.05907172995781
3578,paste,1156,36,1120,96.88581314878893
3579,yp,16236,3635,12601,77.61148066026115
3580,fk,1065,236,829,77.84037558685446
3581,hoh,218,29,189,86.69724770642202
3582,houses,111,81,30,72.97297297297297
3583,iphone,114,57,57,50.0
3584,llus,570,495,75,86.84210526315789
3585,babinet,297,0,297,100.0
3586,19889,303,6,297,98.01980198019803
3587,hires,335,37,298,88.95522388059702
3588,available,139,92,47,66.18705035971223
3589,advertising,220,81,139,63.18181818181818
3590,bmi,2400,167,2233,93.04166666666667
3591,dori,148,92,56,62.16216216216216
3592,mages,8070,563,7507,93.02354399008674
3593,ibd,640,616,24,96.25
3594,color,633,377,256,59.55766192733017
3595,tef,618,467,151,75.5663430420712
3596,nam,10293,9058,1235,88.00155445448362
3597,essay,180,174,6,96.66666666666667
3598,logi,22530,1151,21379,94.89125610297381
3599,edd,1282,837,445,65.28861154446177
3600,264,991,509,482,51.36226034308779
3601,sti,12692,9022,3670,71.08414749448471
3602,finder,758,632,126,83.37730870712402
3603,para,1036,762,274,73.55212355212355
3604,i2,872,211,661,75.80275229357798
3605,choc,173,129,44,74.56647398843931
3606,1104,217,159,58,73.27188940092167
3607,posters,243,238,5,97.94238683127573
3608,jul,758,676,82,89.1820580474934
3609,mos,1085,777,308,71.61290322580645
3610,fleet,154,128,26,83.11688311688312
3611,designer,164,121,43,73.78048780487805
3612,tx,2513,1569,944,62.43533625149224
3613,Profile,499,462,37,92.58517034068136
3614,mk,1568,387,1181,75.3188775510204
3615,f8e263663d3faee8dcb,337,0,337,100.0
3616,cd55a50598f04d,286,0,286,100.0
3617,63d3faee8dcbcd55a,297,0,297,100.0
3618,iq,3171,2203,968,69.47335225480921
3619,quiz,100,85,15,85.0
3620,elem,333,226,107,67.86786786786787
3621,give,223,184,39,82.51121076233184
3622,coz,192,16,176,91.66666666666667
3623,DATA,165,28,137,83.03030303030303
3624,vp,1354,307,1047,77.32644017725258
3625,gateway,155,61,94,60.645161290322584
3626,hope,729,632,97,86.69410150891632
3627,5885d80a13c0db1f8e2636,1373,0,1373,100.0
3628,4a2,228,13,215,94.29824561403508
3629,5885d,3595,0,3595,100.0
3630,professional,241,218,23,90.45643153526972
3631,excel,437,89,348,79.63386727688787
3632,hotels,900,840,60,93.33333333333333
3633,108,1657,1153,504,69.58358479179239
3634,wd,1642,769,873,53.166869671132766
3635,edi,34548,28171,6377,81.54162324881325
3636,dish,135,100,35,74.07407407407408
3637,senate,181,159,22,87.84530386740332
3638,Co,8980,7937,1043,88.38530066815144
3639,Uk,258,48,210,81.3953488372093
3640,F,27118,17339,9779,63.939081053175016
3641,record,2033,1961,72,96.45843580914904
3642,hsb,140,28,112,80.0
3643,ain,12734,10026,2708,78.73409769122036
3644,ri,87629,66589,21040,75.98968378048363
3645,p_2,117,103,14,88.03418803418803
3646,c9,2693,369,2324,86.29780913479391
3647,1001,358,271,87,75.69832402234637
3648,kelly,380,366,14,96.3157894736842
3649,bras,495,255,240,51.515151515151516
3650,npos,570,563,7,98.7719298245614
3651,message,848,372,476,56.132075471698116
3652,epi,1551,1256,295,80.98001289490651
3653,11y,166,2,164,98.79518072289157
3654,6k,432,90,342,79.16666666666667
3655,pink,230,187,43,81.30434782608695
3656,flag,430,179,251,58.372093023255815
3657,desco,205,10,195,95.1219512195122
3658,euro,1198,782,416,65.27545909849749
3659,en-gb,367,365,2,99.4550408719346
3660,e1b,141,11,130,92.19858156028369
3661,mine,974,706,268,72.48459958932239
3662,644,559,368,191,65.83184257602862
3663,edge,1040,695,345,66.82692307692308
3664,his,5837,5434,403,93.0957683741648
3665,actions,391,369,22,94.37340153452685
3666,Blue,266,264,2,99.24812030075188
3667,cash,184,89,95,51.630434782608695
3668,Tour,398,393,5,98.74371859296483
3669,balt,235,177,58,75.31914893617021
3670,poster,397,377,20,94.96221662468514
3671,share,1145,720,425,62.88209606986899
3672,r_s,469,415,54,88.4861407249467
3673,sema,277,209,68,75.45126353790614
3674,semo,124,99,25,79.83870967741936
3675,ican,3367,3163,204,93.94119394119394
3676,0&dl,355,3,352,99.15492957746478
3677,pst,457,301,156,65.86433260393873
3678,303,1074,633,441,58.93854748603352
3679,mailer,250,41,209,83.6
3680,servat,282,252,30,89.36170212765957
3681,rated,625,588,37,94.08
3682,pag,16174,13452,2722,83.17052058859899
3683,release,1243,1231,12,99.0345937248592
3684,82,9062,5424,3638,59.85433679099537
3685,eim,523,278,245,53.154875717017205
3686,823,699,403,296,57.65379113018598
3687,econ,1393,947,446,67.98277099784637
3688,lust,593,533,60,89.88195615514334
3689,adit,120,86,34,71.66666666666667
3690,1011,253,220,33,86.95652173913044
3691,marin,427,278,149,65.10538641686183
3692,alm,2028,1567,461,77.26824457593689
3693,stein,470,458,12,97.44680851063829
3694,sgu,306,224,82,73.20261437908496
3695,shac,103,92,11,89.32038834951456
3696,oya,2172,1785,387,82.18232044198895
3697,hist,4026,3910,116,97.11872826626924
3698,our,16057,13104,2953,81.60926698636109
3699,395,816,427,389,52.32843137254902
3700,expo,654,494,160,75.53516819571865
3701,star,5127,4302,825,83.90871854885899
3702,nor,3696,3051,645,82.5487012987013
3703,transform,146,140,6,95.89041095890411
3704,amps,308,266,42,86.36363636363636
3705,?P,839,719,120,85.69725864123957
3706,yr,6505,5479,1026,84.22751729438893
3707,1498,101,63,38,62.37623762376238
3708,Item,582,493,89,84.70790378006873
3709,mls,434,396,38,91.2442396313364
3710,standard,338,271,67,80.1775147928994
3711,kan,4174,3703,471,88.7158600862482
3712,shb,328,230,98,70.1219512195122
3713,isa,2376,1366,1010,57.49158249158249
3714,ntr,14375,12120,2255,84.31304347826087
3715,2006,1216,1185,31,97.45065789473684
3716,r6,633,113,520,82.14849921011059
3717,comes,109,106,3,97.24770642201835
3718,FR,602,196,406,67.44186046511628
3719,359,772,432,340,55.95854922279793
3720,Virefication,373,0,373,100.0
3721,folder,206,42,164,79.6116504854369
3722,low,3742,3019,723,80.67878140032069
3723,way,2957,2513,444,84.98478187352046
3724,About,222,219,3,98.64864864864865
3725,Members,134,131,3,97.76119402985074
3726,resort,189,146,43,77.24867724867725
3727,Services,148,133,15,89.86486486486487
3728,aw,11687,8747,2940,74.84384358689142
3729,photography,486,322,164,66.2551440329218
3730,f44,203,14,189,93.10344827586206
3731,f61,132,17,115,87.12121212121212
3732,f83,122,16,106,86.88524590163934
3733,translation,176,148,28,84.0909090909091
3734,alim,140,63,77,55.0
3735,sul,2353,1770,583,75.22311942201445
3736,wedding,372,265,107,71.23655913978494
3737,cod,2580,1466,1114,56.82170542635659
3738,?x,327,112,215,65.74923547400611
3739,39,10982,5732,5250,52.194500091058096
3740,viv,581,421,160,72.46127366609295
3741,Fred,235,230,5,97.87234042553192
3742,ask,4957,4554,403,91.87008271131732
3743,dos,1015,482,533,52.51231527093596
3744,sho,10669,8499,2170,79.66069922204518
3745,1093,122,93,29,76.22950819672131
3746,hosts,108,74,34,68.51851851851852
3747,guide,2625,2545,80,96.95238095238095
3748,james,1155,1117,38,96.70995670995671
3749,eshop,167,62,105,62.874251497005986
3750,5885d80a13c0db1f8e26,1389,0,1389,100.0
3751,ACC,328,22,306,93.29268292682927
3752,ig,29848,21667,8181,72.59112838381131
3753,analysis,146,138,8,94.52054794520548
3754,ips,1972,1680,292,85.19269776876268
3755,Einloggen,135,0,135,100.0
3756,cpa,444,312,132,70.27027027027027
3757,wallpapers,144,123,21,85.41666666666667
3758,199,3303,2293,1010,69.42173781410838
3759,uga,647,481,166,74.34312210200927
3760,1080,188,145,43,77.12765957446808
3761,recent,127,81,46,63.77952755905512
3762,alpha,448,374,74,83.48214285714286
3763,explain,108,102,6,94.44444444444444
3764,5885d80a13c,3417,0,3417,100.0
3765,sfg,478,397,81,83.05439330543933
3766,glossary,105,102,3,97.14285714285714
3767,linda,201,151,50,75.12437810945273
3768,sie,802,572,230,71.3216957605985
3769,wed,723,493,230,68.1881051175657
3770,665,652,374,278,57.36196319018405
3771,1b,3176,326,2850,89.73551637279597
3772,nec,2141,1524,617,71.1816907986922
3773,football,3371,3299,72,97.86413527143281
3774,sim,1876,1247,629,66.47121535181236
3775,lh,3040,1724,1316,56.71052631578947
3776,htl,158,135,23,85.44303797468355
3777,det,3560,2997,563,84.18539325842697
3778,Data,295,152,143,51.52542372881356
3779,album,2767,2718,49,98.22912902059993
3780,154,1366,736,630,53.879941434846266
3781,166,939,609,330,64.85623003194888
3782,ono,4161,3554,607,85.41216053833213
3783,evolution,297,274,23,92.25589225589225
3784,ict,6367,5843,524,91.77006439453432
3785,cal,9661,7932,1729,82.10330193561744
3786,ex,50245,26333,23912,52.409194944770626
3787,rs2,118,64,54,54.23728813559322
3788,invest,963,625,338,64.90134994807892
3789,cle,12069,11192,877,92.7334493330019
3790,wsl,262,164,98,62.595419847328245
3791,552,693,412,281,59.45165945165945
3792,141,1159,768,391,66.26402070750648
3793,101,2546,1938,608,76.11940298507463
3794,237,845,535,310,63.31360946745562
3795,dec,1540,918,622,59.61038961038961
3796,202,1644,966,678,58.75912408759124
3797,material,110,71,39,64.54545454545455
3798,tutorials,166,165,1,99.39759036144578
3799,ut,42774,32951,9823,77.03511478935802
3800,rso,4749,3937,812,82.90166350810696
3801,jl,805,203,602,74.78260869565217
3802,guru,220,157,63,71.36363636363636
3803,mex,470,309,161,65.74468085106383
3804,thomas,610,558,52,91.47540983606558
3805,trading,241,93,148,61.41078838174274
3806,pos,5414,3856,1558,71.22275581824898
3807,blocks,137,126,11,91.97080291970804
3808,tra,17092,12546,4546,73.40276152586006
3809,pets,225,189,36,84.0
3810,178,891,606,285,68.01346801346801
3811,515,780,456,324,58.46153846153846
3812,white,1165,1079,86,92.61802575107296
3813,mmi,1249,1107,142,88.63090472377903
3814,eph,1932,1659,273,85.8695652173913
3815,0402,103,79,24,76.69902912621359
3816,1727,448,61,387,86.38392857142857
3817,skb,575,566,9,98.43478260869566
3818,A0,1088,604,484,55.51470588235294
3819,B0,3300,2911,389,88.21212121212122
3820,C0,488,235,253,51.84426229508197
3821,D0,605,180,425,70.24793388429752
3822,E0,508,243,265,52.16535433070866
3823,F0,515,219,296,57.47572815533981
3824,G0,302,106,196,64.90066225165563
3825,H0,309,80,229,74.11003236245955
3826,I0,397,175,222,55.91939546599496
3827,K0,744,69,675,90.7258064516129
3828,L0,388,194,194,50.0
3829,M0,435,149,286,65.7471264367816
3830,O0,229,57,172,75.10917030567686
3831,S0,403,179,224,55.583126550868485
3832,T0,354,99,255,72.03389830508475
3833,V0,457,67,390,85.33916849015317
3834,Content,304,266,38,87.5
3835,W0,453,140,313,69.09492273730685
3836,Z0,330,48,282,85.45454545454545
3837,k0,480,116,364,75.83333333333333
3838,m0,2442,2067,375,84.64373464373465
3839,p0,704,256,448,63.63636363636363
3840,alta,263,118,145,55.133079847908746
3841,4987,140,31,109,77.85714285714286
3842,validat,510,21,489,95.88235294117646
3843,oops,237,225,12,94.9367088607595
3844,188,1154,687,467,59.53206239168111
3845,zh,1090,340,750,68.80733944954129
3846,ren,10917,9023,1894,82.65091142255199
3847,5885d80a13c0db1f1ff80d546411d7f8a8350c132bc41e0934cfc023d4,643,0,643,100.0
3848,fis,967,727,240,75.18097207859358
3849,heat,1468,1377,91,93.80108991825612
3850,shtml,2790,2770,20,99.2831541218638
3851,maria,243,154,89,63.37448559670782
3852,slav,160,145,15,90.625
3853,slc,123,39,84,68.29268292682927
3854,pdo,198,77,121,61.111111111111114
3855,272,835,505,330,60.47904191616767
3856,back,1659,1292,367,77.87823990355636
3857,garr,230,214,16,93.04347826086956
3858,actu,699,348,351,50.21459227467811
3859,level,534,477,57,89.32584269662921
3860,roma,539,359,180,66.6048237476809
3861,mus,9675,8995,680,92.97157622739019
3862,IT,1030,731,299,70.97087378640776
3863,850,601,388,213,64.55906821963394
3864,ose,3904,3128,776,80.12295081967213
3865,5885d80a13c0db1f1ff80d546411d7f8a8350c132bc41e0934cfc0,656,0,656,100.0
3866,nh,5709,3737,1972,65.45804869504292
3867,tml,89184,72962,16222,81.81063867958378
3868,PY,231,48,183,79.22077922077922
3869,hse,148,74,74,50.0
3870,sdu,130,75,55,57.69230769230769
3871,uwe,152,61,91,59.86842105263158
3872,8p,567,83,484,85.3615520282187
3873,By,635,291,344,54.173228346456696
3874,Team,273,265,8,97.06959706959707
3875,screens,117,65,52,55.55555555555556
3876,e4,3341,476,2865,85.75276863214606
3877,pio,1163,988,175,84.95270851246775
3878,par,9137,6639,2498,72.66061070373208
3879,781,651,415,236,63.74807987711213
3880,41a,147,20,127,86.39455782312925
3881,newp,496,209,287,57.86290322580645
3882,essl,504,104,400,79.36507936507937
3883,gig,260,208,52,80.0
3884,prog,1283,1073,210,83.63211223694466
3885,helper,123,76,47,61.78861788617886
3886,magazine,787,750,37,95.29860228716646
3887,proc,845,293,552,65.32544378698225
3888,socc,1617,1583,34,97.89734075448361
3889,path,517,363,154,70.2127659574468
3890,lys,1014,843,171,83.13609467455622
3891,discount,128,92,36,71.875
3892,books,1943,1828,115,94.08131755018013
3893,35,11986,6140,5846,51.22643083597531
3894,174,1031,666,365,64.59747817652764
3895,rbac,252,232,20,92.06349206349206
3896,study,201,176,25,87.56218905472637
3897,l-mo,275,243,32,88.36363636363636
3898,m-mo,101,97,4,96.03960396039604
3899,moo,948,681,267,71.83544303797468
3900,imu,389,219,170,56.29820051413882
3901,Resources,110,87,23,79.0909090909091
3902,1153,100,68,32,68.0
3903,11992,494,5,489,98.98785425101215
3904,fargo,296,39,257,86.82432432432432
3905,next,604,500,104,82.78145695364239
3906,?r,7472,1581,5891,78.84100642398286
3907,8859,157,41,116,73.88535031847134
3908,ntu,1710,1315,395,76.90058479532163
3909,html?amp\%3Battredirects,725,0,725,100.0
3910,1&amp;attachauth,286,0,286,100.0
3911,2&amp;attachauth,332,0,332,100.0
3912,html?ap,418,1,417,99.76076555023923
3913,1240,253,80,173,68.3794466403162
3914,4393,101,29,72,71.2871287128713
3915,jesu,138,88,50,63.768115942028984
3916,wsa,251,186,65,74.10358565737052
3917,regi,1633,1069,564,65.46233925290876
3918,9d345009-a-62cb3a1a-s-sites,1527,0,1527,100.0
3919,&amp;attredirects,1364,0,1364,100.0
3920,movie,4412,4341,71,98.39075249320037
3921,century,293,247,46,84.30034129692832
3922,spac,4247,3594,653,84.62444078172828
3923,rizo,563,463,100,82.23801065719361
3924,My,610,312,298,51.14754098360656
3925,clips,175,156,19,89.14285714285714
3926,torn,549,495,54,90.1639344262295
3927,fres,399,284,115,71.17794486215539
3928,jui,134,65,69,51.492537313432834
3929,0802,114,102,12,89.47368421052632
3930,8256,156,134,22,85.8974358974359
3931,hi,43140,35951,7189,83.33565136764024
3932,util,317,144,173,54.57413249211356
3933,1p,561,119,442,78.78787878787878
3934,ejournal,371,367,4,98.92183288409703
3935,paga,106,70,36,66.0377358490566
3936,killer,288,238,50,82.63888888888889
3937,kansas-city,1321,1317,4,99.69719909159727
3938,spiritus-temporis,163,163,0,100.0
3939,ez,3939,2090,1849,53.059152069053056
3940,bru,973,848,125,87.15313463514903
3941,ern,7250,5922,1328,81.68275862068965
3942,gab,562,447,115,79.5373665480427
3943,hen,3510,2680,830,76.35327635327636
3944,kar,1547,880,667,56.88429217840982
3945,kev,455,404,51,88.79120879120879
3946,lar,4534,3581,953,78.98103220114689
3947,mol,446,298,148,66.81614349775785
3948,rog,2577,2114,463,82.03337213814513
3949,deals,264,188,76,71.21212121212122
3950,catalogue,105,96,9,91.42857142857143
3951,courses,230,188,42,81.73913043478261
3952,spit,665,549,116,82.55639097744361
3953,hecker,142,57,85,59.859154929577464
3954,spn,1534,1494,40,97.39243807040417
3955,acker,409,315,94,77.01711491442543
3956,bloom,207,201,6,97.10144927536231
3957,grim,111,92,19,82.88288288288288
3958,michell,123,117,6,95.1219512195122
3959,jose,736,668,68,90.76086956521739
3960,g2,945,368,577,61.05820105820106
3961,glen,322,298,24,92.54658385093168
3962,acou,204,145,59,71.07843137254902
3963,yt,6932,5043,1889,72.74956722446625
3964,pbx,332,4,328,98.79518072289157
3965,bolly,193,181,12,93.78238341968913
3966,tbi,405,321,84,79.25925925925925
3967,moi,276,157,119,56.88405797101449
3968,button,141,51,90,63.829787234042556
3969,downl,2032,1215,817,59.79330708661417
3970,every,410,318,92,77.5609756097561
3971,675,729,389,340,53.36076817558299
3972,lance,251,174,77,69.32270916334662
3973,hsc,507,427,80,84.22090729783038
3974,Person,149,111,38,74.49664429530202
3975,amine,465,422,43,90.75268817204301
3976,training,383,297,86,77.54569190600522
